問い合わせID,受付日時,初回応答日時,解決日時,チャネル,製品,カテゴリ,中分類,問い合わせ種別,優先度番号,優先度,顧客区分,ステータス番号,ステータス,フェーズ番号,フェーズ,エスカレ有無,再オープン有無,対応チーム,担当者,満足度,件名,自由記述
INQ-202606-00676,2026-06-02 18:17,2026-06-02 23:19,2026-06-05 13:19,メール,スマート勤怠,使い方,初期設定,障害報告,2,中,大企業,4,解決,4,解決,0,0,一次窓口,田中,4,CSVの取込手順が不明,影響範囲を知りたい
INQ-202607-00677,2026-07-03 11:07,2026-07-03 14:58,2026-07-04 15:58,メール,スマート勤怠,使い方,操作方法,クレーム,1,高,大企業,4,解決,4,解決,0,0,一次窓口,田中,4,CSVの取込手順が不明,対応が遅い
INQ-202607-00678,2026-07-09 15:38,2026-07-09 21:30,,電話,クラウド経費,使い方,データ移行,質問,2,中,個人事業主,3,保留,3,エスカレ,0,0,技術サポート,高橋,,権限設定について,マニュアルの場所を知りたい
INQ-202607-00679,2026-07-10 14:07,2026-07-10 15:00,2026-07-13 00:00,Web,クラウド経費,不具合,保存エラー,障害報告,2,中,中小,4,解決,4,解決,1,1,一次窓口,佐藤,3,ログインできない,業務が止まっている
INQ-202607-00680,2026-07-08 11:32,2026-07-08 18:19,2026-07-09 16:19,メール,クラウド経費,不具合,保存エラー,障害報告,2,中,大企業,5,クローズ,5,完了,1,0,一次窓口,田中,5,データが保存されない,至急復旧してほしい
INQ-202607-00681,2026-07-21 14:26,2026-07-21 20:52,,チャット,スマート勤怠,要望,UI改善,障害報告,2,中,個人事業主,3,保留,3,エスカレ,0,0,一次窓口,鈴木,,ダークモード対応の希望,至急復旧してほしい
INQ-202607-00682,2026-07-13 15:00,2026-07-13 20:43,,チャット,スマート勤怠,要望,UI改善,クレーム,2,中,大企業,2,対応中,2,一次対応,0,0,一次窓口,鈴木,,通知の細分化,説明が分かりにくい
INQ-202607-00683,2026-07-10 16:01,2026-07-10 18:52,,メール,クラウド経費,使い方,操作方法,要望,2,中,中小,2,対応中,2,一次対応,0,0,一次窓口,田中,,権限設定について,他社にはある機能
INQ-202607-00684,2026-07-31 15:30,2026-07-31 16:05,,Web,クラウド経費,仕様確認,セキュリティ,要望,2,中,個人事業主,2,対応中,2,一次対応,0,0,一次窓口,鈴木,,対応ブラウザを確認したい,業務効率化のため必要
INQ-202607-00685,2026-07-09 14:28,2026-07-09 19:26,2026-07-10 21:26,Web,スマート勤怠,使い方,初期設定,質問,2,中,中小,4,解決,4,解決,0,0,一次窓口,田中,4,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202607-00686,2026-07-22 11:33,2026-07-22 15:26,2026-07-23 19:26,チャット,クラウド経費,使い方,初期設定,要望,3,低,中小,5,クローズ,5,完了,0,0,品質保証,渡辺,3,CSVの取込手順が不明,他社にはある機能
INQ-202607-00687,2026-07-07 15:45,2026-07-07 16:20,2026-07-10 10:20,電話,クラウド経費,要望,機能追加,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,4,エクスポート機能がほしい,マニュアルの場所を知りたい
INQ-202607-00688,2026-07-28 16:50,2026-07-29 00:08,2026-07-29 12:08,メール,スマート勤怠,使い方,初期設定,要望,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,4,権限設定について,次期アップデートに期待
INQ-202607-00689,2026-07-03 15:27,2026-07-03 21:26,2026-07-06 05:26,チャット,スマート勤怠,要望,通知改善,質問,1,高,大企業,4,解決,4,解決,0,0,技術サポート,伊藤,5,ダークモード対応の希望,丁寧に教えてほしい
INQ-202607-00690,2026-07-20 16:01,2026-07-20 21:00,2026-07-22 19:00,電話,スマート勤怠,使い方,操作方法,クレーム,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,5,権限設定について,対応が遅い
INQ-202607-00691,2026-07-07 15:13,2026-07-07 20:54,2026-07-08 23:54,メール,スマート勤怠,不具合,ログイン不可,要望,3,低,中小,5,クローズ,5,完了,0,1,一次窓口,佐藤,3,ログインできない,次期アップデートに期待
INQ-202607-00692,2026-07-01 10:57,2026-07-01 12:43,2026-07-02 15:43,Web,スマート勤怠,要望,機能追加,質問,3,低,中小,4,解決,4,解決,0,0,一次窓口,佐藤,5,エクスポート機能がほしい,丁寧に教えてほしい
INQ-202607-00693,2026-07-06 13:37,2026-07-06 14:28,,チャット,スマート勤怠,仕様確認,対応環境,障害報告,2,中,中小,2,対応中,3,エスカレ,1,0,品質保証,渡辺,,同時接続数の上限は,至急復旧してほしい
INQ-202607-00694,2026-07-09 13:29,2026-07-09 19:33,,電話,スマート勤怠,不具合,ログイン不可,質問,3,低,個人事業主,3,保留,3,エスカレ,0,0,一次窓口,鈴木,,データが保存されない,急ぎで確認したい
INQ-202607-00695,2026-07-29 13:17,2026-07-29 13:53,2026-07-30 16:53,チャット,クラウド経費,使い方,操作方法,質問,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,5,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202607-00696,2026-07-14 16:26,,,電話,クラウド経費,要望,通知改善,要望,2,中,中小,1,受付,1,受付,0,0,品質保証,渡辺,,エクスポート機能がほしい,他社にはある機能
INQ-202607-00697,2026-07-13 14:58,,,チャット,クラウド経費,使い方,初期設定,質問,1,高,個人事業主,1,受付,1,受付,0,0,技術サポート,伊藤,,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202607-00698,2026-07-24 13:10,2026-07-24 18:23,,電話,スマート勤怠,使い方,データ移行,障害報告,2,中,大企業,2,対応中,3,エスカレ,1,0,品質保証,渡辺,,初期設定の方法を知りたい,至急復旧してほしい
INQ-202607-00699,2026-07-16 13:57,2026-07-16 20:54,2026-07-17 15:54,電話,スマート勤怠,不具合,ログイン不可,質問,3,低,中小,4,解決,4,解決,0,0,一次窓口,田中,3,画面が真っ白になる,急ぎで確認したい
INQ-202607-00700,2026-07-29 14:15,2026-07-29 15:27,2026-07-31 09:27,電話,スマート勤怠,仕様確認,API・連携,要望,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,APIの有無について,業務効率化のため必要
